Channel Number,Channel Name,Channel Type,Rx Frequency,Tx Frequency,Bandwidth (kHz),Colour Code,Timeslot,Contact,TG List,DMR ID,TS1_TA_Tx,TS2_TA_Tx ID,RX Tone,TX Tone,Squelch,Power,Rx Only,Zone Skip,All Skip,TOT,VOX,No Beep,No Eco,APRS,Latitude,Longitude,Use Location
678,LPD 63,Analogue,	434.62500,	434.62500,12.5,1,2,None,Default,None,Text,Text,,62.5,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
679,LPD 64,Analogue,	434.65000,	434.65000,12.5,1,2,None,Default,None,Text,Text,,62.5,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
680,LPD 65,Analogue,	434.67500,	434.67500,12.5,1,2,None,Default,None,Text,Text,,62.5,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
681,LPD 66,Analogue,	434.70000,	434.70000,12.5,1,2,None,Default,None,Text,Text,,62.5,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
682,LPD 67,Analogue,	434.72500,	434.72500,12.5,1,2,None,Default,None,Text,Text,,62.5,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
683,LPD 68,Analogue,	434.75000,	434.75000,12.5,1,2,None,Default,None,Text,Text,,62.5,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
684,LPD 69,Analogue,	434.77500,	434.77500,12.5,1,2,None,Default,None,Text,Text,,62.5,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
685,Jakt-01,Analogue,	155.42500,	155.42500,25,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
686,Jakt-02,Analogue,	155.47500,	155.47500,25,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
687,Jakt-03,Analogue,	155.50000,	155.50000,25,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
688,Jakt-04,Analogue,	155.52500,	155.52500,25,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
689,Jakt-05,Analogue,	156.00000,	156.00000,25,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
690,Jakt-06,Analogue,	155.40000,	155.40000,25,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
691,Jakt-07,Analogue,	155.45000,	155.45000,25,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
692,Marin-VHF 01,Analogue,	160.65000,	156.05000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
693,Marin-VHF 02,Analogue,	160.70000,	156.70000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
694,Marin-VHF 03,Analogue,	160.75000,	156.15000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
695,Marin-VHF 04,Analogue,	160.80000,	156.20000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
696,Marin-VHF 05,Analogue,	160.85000,	156.25000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
697,Marin-VHF 06,Analogue,	156.30000,	156.30000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
698,Marin-VHF 07,Analogue,	160.95000,	156.35000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
699,Marin-VHF 08,Analogue,	156.40000,	156.40000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
700,Marin-VHF 09,Analogue,	156.45000,	156.45000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
701,Marin-VHF 10,Analogue,	156.50000,	156.50000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
702,Marin-VHF 11,Analogue,	156.55000,	156.55000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
703,Marin-VHF 12,Analogue,	156.60000,	156.60000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
704,Marin-VHF 13,Analogue,	156.65000,	156.65000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
705,Marin-VHF 14,Analogue,	156.70000,	156.70000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
706,Marin-VHF 15,Analogue,	156.75000,	156.75000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
707,Marin-VHF 16,Analogue,	156.80000,	156.80000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
708,Marin-VHF 17,Analogue,	156.85000,	156.86000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
709,Marin-VHF 18,Analogue,	161.50000,	156.90000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
710,Marin-VHF 19,Analogue,	161.55000,	156.95000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
711,Marin-VHF 20,Analogue,	161.60000,	157.00000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
712,Marin-VHF 21,Analogue,	161.65000,	157.05000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
713,Marin-VHF 22,Analogue,	161.70000,	157.10000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
714,Marin-VHF 23,Analogue,	161.75000,	157.15000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
715,Marin-VHF 24,Analogue,	161.80000,	157.20000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
716,Marin-VHF 25,Analogue,	161.85000,	157.25000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
717,Marin-VHF 26,Analogue,	161.90000,	157.30000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
718,Marin-VHF 27,Analogue,	161.95000,	157.35000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
719,Marin-VHF 28,Analogue,	162.00000,	157.40000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
720,Marin-VHF 60,Analogue,	160.62500,	156.02500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
721,Marin-VHF 61,Analogue,	160.67500,	156.07500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
722,Marin-VHF 62,Analogue,	160.72500,	156.12500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
723,Marin-VHF 63,Analogue,	160.77500,	156.17500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
724,Marin-VHF 64,Analogue,	160.82500,	156.22500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
725,Marin-VHF 65,Analogue,	160.87500,	156.27500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
726,Marin-VHF 66,Analogue,	160.92500,	156.32500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
727,Marin-VHF 67,Analogue,	156.37500,	156.37500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
728,Marin-VHF 68,Analogue,	156.42500,	156.42500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
729,Marin-VHF 69,Analogue,	156.47500,	156.47500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
730,Marin-VHF 70,Analogue,	156.52500,	156.52500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
731,Marin-VHF 71,Analogue,	156.57500,	156.57500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
732,Marin-VHF 72,Analogue,	156.62500,	156.62500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
733,Marin-VHF 73,Analogue,	156.67500,	156.67500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
734,Marin-VHF 74,Analogue,	156.72500,	156.72500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
735,Marin-VHF 75,Analogue,	156.77500,	156.77500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
736,Marin-VHF 76,Analogue,	156.82500,	156.82500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
737,Marin-VHF 77,Analogue,	156.87500,	156.87500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
738,Marin-VHF 78,Analogue,	161.52500,	156.92500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
739,Marin-VHF 79,Analogue,	161.75700,	160.97500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
740,Marin-VHF 80,Analogue,	161.62500,	157.02500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
741,Marin-VHF 81,Analogue,	161.67500,	157.07500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
742,Marin-VHF 82,Analogue,	161.72500,	157.12500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
743,Marin-VHF 83,Analogue,	161.77500,	157.17500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
744,Marin-VHF 84,Analogue,	156.67500,	156.67500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
745,Marin-VHF 85,Analogue,	161.87500,	157.27500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
746,Marin-VHF 86,Analogue,	161.92500,	157.32500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
747,Marin-VHF 87,Analogue,	161.97500,	157.37500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
748,Marin-VHF 88,Analogue,	162.02500,	157.42500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
749,Marin-VHF L1,Analogue,	155.50000,	155.50000,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
750,Marin-VHF L2,Analogue,	155.52500,	155.52500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
751,Marin-VHF F1,Analogue,	155.62500,	155.62500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
752,Marin-VHF F2,Analogue,	155.77500,	155.77500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
753,Marin-VHF F3,Analogue,	155.82500,	155.82500,12.5,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
754,Oresundslinjen 1,Analogue,	409.50000,	409.50000,12.5,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
755,Oresundslinjen 2,Analogue,	409.25000,	409.25000,12.5,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
756,Oresundslinjen 3,Analogue,	440.02500,	440.02500,12.5,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
757,Oresundslinjen 4,Analogue,	440.60000,	440.60000,12.5,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
758,Oresundslinjen 5,Analogue,	460.45000,	450.45000,12.5,1,2,None,Default,None,Text,Text,146.2,146.2,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
759,Oresundslinjen 6,Analogue,	468.37500,	458.37500,12.5,1,2,None,Default,None,Text,Text,171.3,171.3,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
760,Akureyri V,Analogue,	145.62500,	145.02500,12.5,0,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,,,Yes
761,Bruaras V,Analogue,	145.75000,	145.15000,12.5,0,2,None,Default,None,Text,Text,88.5,88.5,,Master,No,No,No,120,Off,No,No,None,,,Yes
762,Burfell V,Analogue,	145.70000,	145.10000,12.5,0,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,,,Yes
763,Reykjavik 1 V,Analogue,	145.60000,	145.00000,12.5,0,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,,,Yes
764,Reykjavik 2 V,Analogue,	145.65000,	145.05000,12.5,0,2,None,Default,None,Text,Text,88.5,88.5,,Master,No,No,No,120,Off,No,No,None,,,Yes
765,Svalbard V,Analogue,	145.60000,	145.00000,12.5,0,2,None,Default,None,Text,Text,91.5,91.5,,Master,No,No,No,120,Off,No,No,None,,,Yes
